ID;Word;English Trans.;POS;VAL_M;VAL_SD;VAL_N;ARO_M;ARO_SD;ARO_N;CON_M;CON_SD;CON_N;IMA_M;IMA_SD;IMA_N;AVA_M;AVA_SD;AVA_N;FAM_M;FAM_SD;FAM_N
764;jeringa;syringe;N V;3.05;1.46;22;6.27;1.78;22;6.38;0.74;21;6.80;0.41;20;5.83;1.72;23;5.00;1.87;21
765;jeringuilla;syringe;N;2.86;1.33;28;6.45;1.47;20;6.70;0.73;20;6.95;0.22;21;5.58;1.93;24;5.74;1.21;23
766;jersey;jersey;N;5.42;1.33;26;3.35;1.66;20;5.86;1.46;21;7.00;0.00;20;6.36;0.90;22;6.55;0.83;20
767;jornalera;laborer;N;4.42;1.17;26;4.95;2.44;20;5.38;1.60;21;2.45;1.54;20;3.55;1.82;22;3.15;1.69;20
768;joya;jwell;N;6.12;1.07;26;4.75;1.94;20;4.43;2.01;21;6.70;0.66;20;5.86;1.42;22;6.26;1.25;23
769;jubiloso;jubilant;A;5.09;1.44;22;5.18;2.11;22;4.52;1.70;23;3.65;2.12;23;2.55;1.87;22;2.67;1.46;21
770;juez;judge;N;4.30;1.17;20;5.55;2.06;20;6.38;0.92;21;6.55;0.76;20;5.09;2.11;22;5.43;1.16;21
771;jugo;juice;N;5.30;0.98;20;3.86;1.86;22;4.40;1.70;20;4.90;1.87;21;3.90;2.13;20;4.40;2.21;20
772;juguete;toy;N;6.69;1.64;26;3.65;1.81;20;3.62;2.25;21;6.10;1.37;20;6.09;1.41;22;6.41;1.22;22
773;laberinto;maze;N;4.54;1.74;24;6.19;1.81;21;5.23;1.41;22;6.55;0.83;20;5.90;1.52;20;4.95;1.28;21
774;laboratorio;laboratory;N;4.68;1.09;22;4.10;2.07;20;5.86;1.04;22;6.76;0.44;21;4.41;2.22;22;6.27;1.03;22
775;labrador;labrador;N;5.41;1.01;22;5.05;2.01;22;5.32;1.46;22;5.59;1.74;22;4.27;2.33;22;4.33;1.49;21
776;lado;side;N;5.30;0.80;20;3.50;1.85;22;3.40;1.96;20;4.50;1.73;20;4.30;2.24;23;6.60;0.88;20
777;ladrillo;brick;V N;4.65;0.75;20;3.65;1.90;20;6.73;0.55;22;6.73;0.55;22;5.68;1.99;22;5.60;1.64;20
778;ladrón;thief;A N;2.82;1.44;22;7.23;1.27;22;5.29;1.79;21;5.18;1.59;22;5.95;1.50;22;6.36;0.79;22
779;ladrona;thief;N;2.30;1.17;20;6.50;1.28;20;5.14;1.42;21;5.40;1.60;20;5.18;1.89;22;5.36;1.81;22
780;lágrima;tear;N;2.35;1.50;23;5.55;2.84;22;6.32;1.09;22;6.76;0.54;21;6.00;1.27;22;6.27;1.20;22
781;lamento;regret;V N;1.92;1.02;24;5.38;2.33;21;2.36;0.95;22;3.38;1.96;21;4.85;1.95;20;5.30;1.56;20
782;lámpara;lamp;N ;5.00;0.00;23;3.80;2.35;20;6.40;0.88;20;6.81;0.40;21;6.50;0.96;22;6.48;1.17;21
783;lápiz;pencil;N;5.55;1.26;22;3.95;1.56;22;6.50;1.06;22;7.00;0.00;22;6.68;0.72;22;6.64;0.95;22
784;lata;can;N A V;5.00;0.95;23;3.95;2.06;20;6.20;1.06;20;6.41;1.22;22;5.73;2.03;22;6.20;1.20;20
785;latido;beat;N V;6.67;1.62;21;5.60;1.98;20;5.55;1.70;20;4.20;1.77;20;5.15;1.81;20;5.65;1.31;20
786;látigo;whip;N;2.70;1.58;23;6.15;2.46;20;6.76;0.44;21;6.61;0.94;23;4.77;2.25;22;4.64;1.65;22
787;leche;milk;V N;5.95;1.10;20;3.41;1.89;22;6.27;1.24;22;6.91;0.29;22;6.40;1.39;20;6.82;0.66;22
788;lechera;milkmaid;N A;5.75;1.08;28;3.52;1.86;23;5.41;1.62;22;4.57;1.94;21;4.14;2.48;21;3.33;1.77;21
789;lechero;milkman;A N;5.50;1.11;28;3.26;1.91;23;5.50;1.60;22;4.48;1.97;21;3.86;2.22;21;4.00;2.29;22
790;legalidad;legality;N;6.60;1.88;20;4.00;2.62;22;3.68;1.84;22;2.67;1.46;21;3.91;2.13;23;5.29;1.55;21
791;lejos;away;B N;2.77;1.54;22;4.10;2.31;20;5.20;1.64;20;4.05;2.33;20;4.65;2.04;23;6.30;1.08;20
792;lentilla;lens (contact lens);N;5.50;1.28;20;4.40;2.11;20;6.05;1.56;21;6.73;0.70;22;6.18;1.37;22;6.33;1.24;21
793;lento;slow;A N;3.95;1.50;21;3.00;1.90;22;4.70;1.89;23;4.91;1.95;23;5.36;2.04;22;5.95;1.28;21
794;leopardo;leopard;N;5.40;1.27;20;6.68;1.91;22;6.85;0.37;20;6.85;0.37;20;5.05;2.06;20;5.95;1.53;21
795;letra;letter;N;5.27;1.03;22;3.05;1.69;21;5.38;1.75;21;6.45;1.19;20;5.75;2.05;20;6.77;0.53;22
796;liberación;release;N;7.29;1.19;21;4.52;2.94;21;3.64;1.56;22;2.68;1.73;22;3.64;2.19;22;5.43;1.80;23
797;liberar;release;V;7.32;1.29;22;4.45;3.05;20;3.10;1.92;20;2.57;1.33;21;4.88;2.03;24;5.65;1.80;23
798;libertad;freedom;N V;8.45;0.91;22;4.10;2.81;20;2.85;1.66;20;2.95;1.43;21;6.00;1.51;22;6.40;0.99;20
799;libre;free;V A ;7.80;1.15;20;4.76;2.91;21;2.85;1.81;20;3.25;1.77;20;4.60;1.93;20;6.33;0.80;21
800;librería;bookshop;N;6.61;1.53;23;2.64;1.62;22;6.36;1.33;22;6.30;1.13;20;6.50;0.86;22;6.27;1.03;22
801;libreta;book;N;5.35;1.07;23;3.15;1.95;20;6.41;1.01;22;7.00;0.00;23;6.09;1.19;22;6.86;0.47;22
802;licenciada;degree;A N V;8.31;0.88;26;6.55;2.46;20;4.81;1.91;21;3.75;1.62;20;6.27;1.28;22;5.32;1.91;22
803;liga;league;N V;5.27;1.34;26;4.80;1.88;20;3.38;1.77;21;5.35;2.37;20;4.73;2.27;22;5.68;1.43;22
804;ligar;link;V;6.91;1.72;22;5.95;2.52;20;3.82;1.71;22;3.64;2.28;22;6.05;1.29;22;6.52;0.87;21
805;lima;lime;N V;5.05;0.94;20;4.27;1.75;22;5.32;2.01;22;6.45;0.74;22;4.55;1.82;20;5.48;1.70;23
806;limón;lemon;N;5.27;1.20;22;4.45;2.06;20;6.82;0.39;22;6.95;0.22;20;5.70;1.98;20;6.45;1.01;22
807;lince;lynx;N A;5.81;1.47;21;4.50;1.54;20;6.52;0.98;21;5.75;2.07;20;3.65;2.23;23;4.76;1.30;21
808;linterna;flashlight;N;5.29;0.72;21;3.50;1.47;22;6.80;0.41;20;6.91;0.42;23;5.95;1.68;22;6.09;1.44;22
809;lío;mess;V N;3.77;1.38;22;6.60;1.79;20;2.10;1.59;20;2.95;2.01;22;3.88;2.19;24;6.40;1.14;20
810;lira;lira;N;5.81;1.12;21;3.55;1.50;20;5.59;1.99;22;4.00;2.43;21;2.65;2.25;20;2.67;1.56;21
811;liso;smooth;A N;5.20;0.95;20;3.50;1.74;22;5.15;1.90;20;4.62;1.77;21;5.64;1.43;22;6.27;0.98;22
812;lista;list;V N A;4.95;0.49;22;4.23;1.82;22;3.95;1.67;20;6.00;1.38;23;5.40;1.98;20;6.43;0.75;21
813;litro;liter;N;5.30;0.98;20;4.09;1.85;22;5.00;1.86;20;5.74;1.39;23;4.73;2.12;22;6.75;0.55;20
814;llama;flame;N V;5.18;1.26;22;5.35;2.35;20;4.15;1.76;20;5.95;1.39;20;5.25;2.15;20;5.86;1.17;22
815;llamada;call;N V;6.29;0.96;21;4.24;2.07;21;4.00;1.84;20;5.05;2.28;20;6.39;0.84;23;6.60;0.94;20
816;llano;plain;A N;4.71;1.06;21;2.71;1.45;21;5.35;2.01;23;5.57;1.50;23;4.50;1.95;22;4.60;1.90;20
817;llanto;crying;N;2.59;1.30;22;6.90;1.92;20;6.14;0.89;22;5.50;1.61;20;6.29;0.95;24;5.64;1.47;22
818;llave;key;N;5.50;1.36;20;3.77;1.77;22;5.64;1.71;22;6.95;0.22;20;5.95;1.90;20;6.91;0.43;22
819;llovizna;drizzle;V N;5.14;1.39;22;3.20;1.64;20;5.55;1.50;22;6.05;1.80;21;4.96;2.33;24;5.59;2.04;22
820;lluvia;rain;N;6.25;2.07;20;2.82;1.74;22;6.14;0.83;22;6.73;0.55;22;6.50;0.86;22;7.00;0.00;21
821;lobo;wolf;N ;5.86;1.58;22;5.45;2.21;20;6.76;0.54;21;6.80;0.41;20;4.65;2.33;23;5.90;1.48;21
822;loca;crazy;A N;4.00;1.90;26;6.30;1.89;20;3.67;1.85;21;4.10;2.38;20;4.77;2.00;22;6.41;0.96;22
823;local;local;A N;4.85;0.88;20;4.50;2.04;22;3.82;1.50;22;5.76;1.34;21;4.85;2.13;20;6.29;0.90;21
824;loco;crazy;A N;4.22;2.09;23;6.91;1.77;22;3.30;1.78;20;4.85;1.81;20;5.55;1.77;22;6.35;0.93;20
825;locura;madness;N;5.82;1.97;22;7.20;2.04;20;2.45;1.53;22;3.55;1.54;20;5.82;1.40;22;5.83;1.80;23
826;logro;manage;V N;7.45;1.28;20;6.27;2.00;22;3.50;2.12;20;3.05;1.70;20;4.45;2.30;22;5.40;1.39;20
827;lotería;lottery;N;7.62;1.36;21;7.00;1.98;22;5.60;1.05;20;5.50;1.19;20;5.70;1.66;20;5.86;1.85;21
828;lucha;struggle;N V;3.24;1.89;21;6.29;1.68;21;4.67;1.49;21;4.95;1.91;21;5.30;1.69;20;5.57;1.33;21
829;ludópata;compulsive gambler;N;2.15;1.09;20;6.70;1.42;20;5.10;1.51;21;4.91;1.69;22;5.45;1.99;22;5.23;1.48;22
830;lugar;place;N;6.20;1.40;20;3.73;1.80;22;2.36;1.47;22;2.59;2.32;22;5.26;1.98;23;6.77;0.53;22
831;luna;moon;N;6.45;1.82;22;2.85;2.60;20;5.90;1.45;20;6.91;0.43;22;5.96;1.78;24;6.45;1.28;20
832;lunar;mole;N A;5.50;1.50;26;4.00;2.00;20;6.00;1.45;21;6.50;1.28;20;4.73;2.25;22;5.67;1.53;21
833;maceta;flower pot;N ;5.35;1.04;20;3.18;1.79;22;6.23;1.34;22;6.81;0.51;21;5.25;2.38;20;6.19;1.36;21
834;machista;sexist;A N;1.39;0.72;23;7.32;2.48;22;4.23;1.72;22;4.24;2.10;21;5.50;1.74;22;5.75;1.12;20
835;maduración;maturation;N;7.08;1.67;24;5.29;2.00;21;3.00;1.81;20;2.85;1.35;20;4.05;2.14;20;5.40;1.27;20
836;maestra;teacher;N A;6.32;1.22;28;4.83;1.95;23;5.14;1.58;22;6.19;0.93;21;6.24;1.48;21;6.73;0.46;22
837;maestro;teacher;A N;5.59;1.05;22;4.10;1.68;20;5.55;1.37;22;5.95;1.02;21;6.55;0.67;22;5.45;2.04;20
838;mafioso;mafioso;A N;3.46;1.32;28;5.55;1.64;20;5.09;1.31;22;5.43;1.72;21;4.43;1.90;23;4.67;2.01;21
839;mágico;magical;A N;7.38;1.12;21;6.15;2.21;20;2.95;1.43;20;3.80;1.64;20;4.55;1.70;20;6.14;1.08;22
840;maíz;corn;N;5.60;1.14;20;3.23;1.80;22;6.41;0.91;22;6.59;0.96;22;5.09;2.07;22;5.52;1.63;21
841;malabarista;juggler;N ;6.14;1.21;28;4.43;2.33;23;5.55;1.44;22;5.38;1.56;21;4.71;2.05;21;5.09;1.51;22
842;maldad;evil;N;1.30;0.88;23;7.77;1.51;22;3.52;2.23;21;2.50;1.30;22;4.55;2.04;22;5.90;1.07;20
843;maldición;curse;N;1.86;1.21;22;6.85;1.98;20;3.52;1.78;21;2.00;1.20;22;4.00;2.31;22;5.25;1.86;20
844;maldito;damn;V A N;2.09;1.11;22;7.15;1.57;20;3.23;1.63;22;2.75;1.74;20;3.32;2.17;22;5.10;1.73;21
845;maleficio;hex;N;2.05;1.28;20;6.32;1.89;22;3.23;1.88;22;2.36;1.79;22;2.78;2.17;23;3.76;1.89;21
846;maleta;suitcase;N;5.30;1.81;20;5.15;2.01;20;5.43;1.40;21;6.86;0.35;22;6.05;1.76;22;6.70;0.80;20
847;maletero;trunk;N;4.52;1.03;21;4.25;1.62;20;6.40;1.10;20;6.52;0.87;21;6.09;1.27;22;6.36;1.00;22
848;malo;bad;A N;2.75;1.41;20;5.90;1.71;20;2.60;1.90;20;3.25;1.59;20;4.85;1.98;20;6.59;0.73;22
849;maltrato;abuse;N;1.68;0.99;22;7.86;1.08;22;4.70;1.26;23;5.48;1.93;23;6.00;1.20;22;5.00;1.95;20
850;malvado;evil;A N V;3.18;1.62;22;7.00;1.66;22;3.80;1.58;20;3.70;1.53;20;3.85;2.01;20;5.55;1.36;20
851;manejo;handling;V N;4.77;0.97;22;4.18;1.53;22;2.91;1.56;23;2.57;1.67;23;2.36;1.56;22;4.43;1.63;21
852;manga;manga;N V;5.55;1.44;22;3.73;1.75;22;5.41;1.37;22;6.18;0.96;22;5.10;2.31;20;6.36;1.29;22
853;mango;mango;V N;5.15;0.81;20;3.23;1.74;22;5.33;1.96;21;6.09;1.19;22;4.25;2.38;20;5.00;1.75;20
854;maníaco;maniac;N;2.75;1.52;20;7.10;1.29;20;4.39;1.80;23;3.22;2.02;23;4.05;1.86;22;4.64;2.06;22
855;manicomio;madhouse;N;2.09;1.19;22;7.05;1.36;20;6.45;1.28;20;5.50;1.93;20;5.91;1.44;22;5.19;1.47;21
856;manta;blanket;N;5.95;1.10;20;2.35;1.42;20;5.48;1.44;21;6.95;0.21;22;5.86;1.61;22;6.65;0.59;20
857;mantel;tablecloth;N;5.22;0.67;23;4.00;2.03;20;6.55;0.83;20;6.55;0.89;20;6.05;1.40;22;6.61;0.94;23
858;manto;mantle;N;5.05;0.92;21;2.90;1.71;20;4.30;1.49;20;5.14;1.39;22;2.30;1.59;20;4.65;2.25;23
859;manual;manual;A N;5.19;0.51;21;3.62;1.83;21;4.45;1.57;22;5.70;1.82;23;5.60;1.88;20;5.91;1.38;22
860;manuscrito;manuscript;V A N;5.71;1.37;24;3.86;1.85;21;5.62;1.53;21;5.91;1.38;23;3.65;2.46;20;4.91;1.90;23
861;manzana;apple;N;5.95;1.09;22;3.40;1.67;20;6.77;0.53;22;6.95;0.21;22;6.40;1.27;20;6.81;0.40;21
862;maquillaje;make up;N;5.75;1.78;28;4.74;2.22;23;4.73;1.98;22;6.14;1.65;21;5.71;1.52;21;5.70;2.03;20
863;máquina;machine;N;4.80;0.77;20;4.35;2.13;20;3.05;1.70;20;6.26;0.81;23;5.32;1.76;22;6.05;1.66;21
864;maquinilla;razor;N;4.59;1.01;22;4.90;1.17;20;5.15;1.81;20;5.62;1.43;21;5.73;1.20;22;5.87;1.10;23
865;maravilla;blast;N V;7.68;0.95;22;5.65;2.03;20;2.67;1.43;21;2.60;1.47;20;4.40;1.90;20;5.68;1.21;22
866;marca;brand;N V;5.33;1.15;21;4.10;2.10;21;3.10;1.61;21;4.40;1.79;20;5.40;2.11;20;6.32;0.89;22
867;marco;frame;V N;4.90;1.04;21;3.36;1.79;22;4.05;1.70;22;6.27;1.28;22;5.10;2.38;20;5.91;1.27;22
868;margen;margin;N;4.71;1.10;21;4.10;1.89;21;4.81;2.09;21;5.73;1.55;22;4.05;2.54;20;5.81;1.08;21
869;marginación;marginalization;N;1.38;0.58;24;6.14;2.65;21;3.62;1.47;21;3.40;1.60;20;5.15;1.87;20;4.76;1.76;21
870;marido;husband;V N;6.04;1.51;26;5.40;2.64;20;5.86;1.46;21;3.90;2.47;20;5.36;1.99;22;6.17;1.07;23
871;marqués;marquis;N;4.82;0.91;22;3.86;1.46;22;5.23;1.38;22;4.77;1.85;22;2.91;2.22;22;3.57;1.57;21
872;martillo;hammer;N;4.90;1.21;20;5.50;2.01;20;6.55;0.89;20;6.95;0.21;22;6.27;1.39;22;5.85;1.50;20
873;martirio;martyrdom;N;2.19;1.29;21;6.15;1.84;20;2.45;1.50;20;2.00;1.21;23;2.36;1.56;22;3.82;1.53;22
874;masacre;slaughter;V N;1.55;1.71;22;7.59;1.05;22;4.50;1.76;20;4.70;1.49;20;5.30;1.75;20;4.67;1.71;21
875;masaje;massage;N;8.25;0.99;24;2.57;2.58;21;5.55;1.32;20;6.48;0.75;21;6.30;1.30;20;6.19;0.87;21
876;masajista;massage;N ;6.89;1.31;28;3.48;2.31;23;5.68;1.39;22;5.38;1.63;21;4.90;1.79;21;4.80;1.82;20
877;máscara;mask;N;4.93;1.54;28;5.00;2.34;23;4.09;2.09;22;6.33;1.06;21;4.62;1.99;21;5.85;1.60;20
878;masturbación;masturbation;N;4.78;2.00;23;5.82;2.52;22;5.50;1.70;20;5.50;1.37;22;6.09;1.27;22;5.85;1.42;20
879;mate;matt;V A N;4.91;1.19;22;4.25;2.12;20;4.86;1.73;22;4.30;2.11;20;3.35;2.28;20;4.00;1.95;20
880;matemático;mathematician;A N ;5.86;1.58;22;3.85;2.21;20;5.70;1.45;20;4.55;2.16;20;5.00;2.13;23;5.57;1.40;21
881;materia;matter;N;5.05;0.67;21;4.35;2.32;20;2.55;1.73;20;2.95;1.96;21;2.55;1.22;22;5.48;1.91;21
882;maternidad;motherhood;N;7.96;1.33;24;6.43;2.71;21;5.67;1.35;21;5.52;1.50;21;6.05;1.19;20;4.75;2.00;20
883;matrimonio;marriage;V N;6.61;2.06;23;4.86;2.75;22;5.36;1.73;22;5.05;1.40;22;6.36;0.95;22;6.50;0.91;22
884;mecánica;mechanics;N A;4.75;1.29;20;4.60;1.82;20;3.86;1.24;21;3.32;1.73;22;4.73;2.25;22;4.70;1.98;20
885;mecanismo;mechanism;N;4.45;1.10;22;4.30;1.87;20;2.50;1.50;20;3.77;2.07;22;3.04;1.83;24;4.95;1.99;20
886;mechero;lighter;N;5.30;1.11;23;4.65;2.18;20;6.95;0.21;22;6.95;0.21;22;6.41;0.73;22;6.57;0.98;21
887;mechón;tuft;N;4.58;0.90;26;4.20;1.44;20;5.71;1.45;21;6.45;0.89;20;5.23;1.97;22;5.70;1.38;20
888;medalla;medal;N;7.14;0.97;28;5.65;2.44;23;5.36;1.65;22;6.90;0.30;21;4.57;1.96;21;5.36;1.73;22
889;media;average;V N A;5.38;0.80;21;3.64;1.68;22;3.95;1.93;20;4.05;2.19;20;4.09;2.16;22;5.75;1.97;20
890;medusa;jellyfish;N;3.73;1.58;22;5.73;1.96;22;6.38;1.36;21;6.90;0.31;20;6.43;0.95;23;4.19;1.25;21
891;melena;mane;N;6.19;1.36;26;4.00;1.97;20;5.05;1.75;21;6.65;0.75;20;6.14;1.17;22;6.50;0.96;22
892;mensaje;message;N;5.96;1.37;24;5.29;1.68;21;5.14;1.70;22;4.00;2.02;22;6.15;1.46;20;6.52;0.81;21
893;mensajero;messenger;A N;5.39;0.99;23;3.91;1.82;22;5.68;0.95;22;5.50;1.40;20;5.27;1.86;22;5.15;1.90;20
894;menstruación;menstruation;N;2.55;1.54;20;6.36;2.40;22;6.55;0.91;22;6.00;1.41;20;6.26;1.51;23;6.19;1.12;21
895;mente;mind;N;5.22;1.04;23;4.80;1.70;20;3.43;1.94;21;3.25;1.74;20;4.14;2.21;22;6.38;0.92;21
896;mentiroso;liar;A N;1.91;0.97;22;6.57;1.95;23;4.68;1.73;22;2.38;1.75;21;4.83;1.70;23;6.43;0.81;21
897;mentón;chin;N;5.09;0.92;22;4.14;1.46;22;6.50;0.91;22;5.86;1.46;21;4.00;2.35;22;4.40;1.90;20
898;mercado;market;N V;5.00;1.21;20;5.14;2.05;22;4.14;2.10;22;6.24;1.45;21;5.55;1.71;22;5.90;1.34;21
899;merienda;snack;V N;6.95;1.13;22;4.10;2.51;20;5.45;1.68;22;5.82;1.37;22;6.18;1.01;22;6.82;0.39;22
900;mérito;merit;N;7.46;1.50;24;6.24;2.39;21;3.15;1.95;20;2.50;1.36;20;4.60;1.88;20;6.05;1.39;20
901;mero;mere;V N A;4.95;1.50;21;3.90;1.59;20;4.35;2.32;20;3.60;2.33;20;3.25;2.51;20;2.60;1.85;20
902;mesa;table;N V;5.18;0.73;22;3.60;1.79;20;6.35;1.18;20;7.00;0.00;22;6.55;1.06;22;6.91;0.29;22
903;método;method;N;5.00;0.53;22;3.86;1.61;22;2.25;1.37;20;1.50;0.74;22;4.00;1.95;22;5.90;1.52;20
904;metro;underground;N;4.67;1.02;21;3.85;2.37;20;4.50;1.71;22;6.65;0.75;20;6.05;1.82;20;5.50;1.50;20
905;mezquita;mosque;N;4.17;1.23;23;4.60;2.52;20;6.38;1.02;21;6.09;1.28;23;4.73;2.31;22;3.85;2.25;20
906;micrófono;microphone;N;5.36;1.22;22;5.70;2.03;20;6.55;1.00;20;6.91;0.29;22;5.50;2.04;24;5.80;1.67;20
907;microscopio;microscope;N;5.00;0.56;20;3.50;1.82;22;6.95;0.21;22;6.83;0.39;23;5.26;2.20;23;5.25;1.77;20
908;miedo;fear;N;2.70;1.38;20;6.91;2.14;22;4.14;2.12;22;2.75;1.68;20;5.04;1.85;23;6.00;1.65;20
909;miedoso;scary;A N;3.10;1.29;20;6.71;1.79;21;4.67;1.80;21;2.80;1.96;20;4.87;1.77;23;5.52;1.72;21
910;miel;honey;N;5.76;0.83;21;3.24;1.87;21;6.65;0.59;20;6.68;0.57;22;5.45;1.92;22;6.33;1.15;21
911;miembro;member;N;5.10;1.09;21;4.59;2.11;22;3.68;2.01;22;3.64;2.04;22;4.55;1.76;20;5.33;1.49;21
912;militar;military;V A N;3.71;1.61;28;5.78;1.81;23;4.55;1.95;22;6.38;0.86;21;5.14;1.96;21;5.35;1.69;20
913;millonaria;millionaire;A N;6.93;1.54;28;6.04;2.36;23;4.45;1.97;22;3.95;1.99;21;4.62;2.16;21;4.95;2.04;20
914;mimo;mime;V N;6.71;1.38;21;3.00;2.07;22;5.52;1.36;21;5.76;1.58;21;4.90;2.59;20;5.10;1.58;21
915;mina;mine;N V;3.55;1.44;22;5.86;2.27;22;5.29;1.62;21;6.09;1.27;22;4.45;2.52;20;4.82;1.53;22
916;minifalda;miniskirt;N;5.75;1.16;20;4.75;1.71;20;6.00;0.89;21;6.48;1.17;21;5.09;2.14;22;5.82;1.26;22
917;ministra;minister;V N;3.92;1.79;26;5.60;1.82;20;5.43;1.47;21;4.40;1.98;20;4.45;2.20;22;5.48;1.72;21
918;misil;missile;N;2.70;1.38;20;7.10;1.45;21;6.23;0.75;22;5.85;1.31;20;4.09;2.15;23;4.48;1.72;21
919;misterio;mystery;N;5.32;1.49;22;6.60;2.30;20;3.14;1.73;22;1.95;1.36;22;3.91;2.00;22;5.33;1.49;21
920;mochila;backpack;N;5.35;0.71;23;3.95;1.73;20;6.45;0.60;22;6.86;0.35;22;6.64;0.66;22;6.82;0.39;22
921;moco;mucus;N;3.77;1.57;22;4.80;1.79;20;6.05;1.12;21;6.60;0.99;20;6.00;1.35;23;6.52;0.81;21
922;modista;dressmaker;N;6.04;1.26;28;3.91;1.68;23;5.82;1.18;22;5.33;1.65;21;4.76;1.76;21;3.95;1.69;21
923;modular;modular;V A;4.85;0.37;20;3.95;1.62;22;2.45;1.39;20;2.00;1.67;21;1.95;1.28;20;3.24;2.00;21
924;molde;mold;V N;5.25;1.07;20;3.68;1.76;22;3.85;1.84;20;6.24;0.83;21;6.05;1.17;22;5.14;1.53;21
925;molino;mill;N;5.00;0.97;20;3.38;1.86;21;6.05;1.47;21;6.68;0.57;22;4.91;2.09;22;5.24;1.70;21
926;mona;mona;N A;5.90;1.07;20;4.15;2.37;20;5.33;1.49;21;6.50;0.96;22;5.55;1.50;20;5.50;1.70;20
927;monarquía;monarchy;N;3.36;1.71;22;5.05;2.42;21;5.73;1.70;22;3.68;2.17;22;3.95;2.13;22;5.40;1.76;20
928;monasterio;monastery;N;4.20;1.40;20;3.10;2.13;20;5.62;1.40;21;6.26;1.14;23;4.67;2.14;24;4.05;2.01;21
929;monitor;monitor;N;5.36;1.36;22;3.95;1.50;20;5.23;1.45;22;6.10;1.29;20;6.20;1.15;20;6.09;1.19;22
930;monje;monk;N;4.50;1.57;20;4.14;1.83;22;6.30;0.73;20;5.91;1.27;22;5.14;1.98;22;5.41;1.30;22
931;montaje;assembly;N;4.96;1.04;24;5.52;1.99;21;3.15;1.46;20;3.45;2.20;22;4.10;2.34;20;4.60;1.93;20
932;montón;heap;N;5.18;0.96;22;4.00;1.95;21;2.50;1.68;22;4.00;1.88;22;4.23;1.95;22;6.05;1.53;22
933;monumento;monument;N;5.86;1.25;22;4.10;1.77;20;4.45;1.54;20;5.95;1.02;21;5.18;2.02;22;5.70;1.34;20
934;moño;bun;N;5.80;1.36;20;3.95;1.70;20;5.33;1.88;21;6.64;0.79;22;5.41;1.92;22;6.05;1.73;20
935;mora;arrears;V N A;5.30;1.08;20;4.05;1.56;22;5.43;1.99;21;6.68;0.72;22;5.05;2.33;20;5.86;1.77;21
936;mordisco;bite;N;4.45;2.06;22;6.95;1.23;20;5.75;1.33;20;5.90;1.37;20;5.82;1.47;22;6.18;1.10;22
937;morena;brunette;N A;5.85;1.42;20;4.25;2.24;20;4.60;1.88;20;5.57;1.33;21;6.05;1.96;20;6.43;1.12;21
938;moribundo;dying;A N;1.64;0.85;22;5.60;2.30;20;5.32;1.46;22;5.50;1.41;22;5.17;2.12;24;4.81;1.78;21
939;motivo;reason;V A N;5.48;1.27;23;4.86;1.67;22;2.25;1.52;20;1.61;0.94;23;2.73;1.93;22;6.55;0.94;20
940;moto;bike;N;5.31;1.52;26;6.15;1.84;20;6.29;1.01;21;6.85;0.49;20;6.09;1.51;22;6.65;0.59;20
941;motosierra;chainsaw;N;3.86;1.70;22;6.55;1.97;22;6.85;0.37;20;6.55;0.94;20;5.25;2.10;20;5.38;1.77;21
942;móvil;mobile;A N;6.62;1.56;21;5.64;1.87;22;6.23;1.02;22;6.57;1.33;21;6.80;0.70;20;7.00;0.00;20
943;movimiento;movement;N;5.32;1.36;22;5.50;1.96;20;3.85;1.73;20;4.62;1.53;21;4.75;2.19;24;6.70;0.66;20
944;muelle;spring;A N;5.45;0.74;22;3.10;1.83;20;5.10;1.89;21;6.09;1.41;22;4.70;2.41;20;5.45;1.74;22
945;muestra;sample;V N;5.33;0.80;21;4.10;1.45;20;2.32;1.43;22;3.57;1.89;21;4.09;2.20;22;5.50;1.73;20
946;municipio;municipality;N;4.86;0.91;21;3.65;1.66;20;5.24;1.73;21;4.27;1.72;22;4.73;1.88;22;5.14;1.67;22
947;muñeca;wrist;N;5.57;1.25;21;3.59;1.59;22;5.52;1.86;21;6.68;0.78;22;5.70;2.15;20;6.33;1.24;21
948;muñeco;doll;N;5.48;1.04;23;3.90;1.77;20;4.67;1.77;21;6.75;0.72;20;6.05;1.40;22;5.67;1.20;21
949;músculo;muscle;N;5.60;1.35;20;4.77;2.11;22;5.48;1.47;21;5.64;1.40;22;5.68;1.55;22;6.59;0.73;22
950;musculoso;muscular;A;5.86;0.91;21;4.95;1.91;21;5.50;1.47;20;6.38;0.80;21;6.05;1.29;22;5.35;1.35;20
951;mutilación;mutilation;N;1.32;0.78;22;7.60;2.30;20;4.25;1.77;20;3.65;2.18;20;3.61;2.23;23;4.45;2.01;20
952;mutilado;maimed;A N V;1.41;0.59;22;7.50;1.93;20;5.23;1.74;22;5.48;1.73;23;3.59;2.26;22;4.23;2.07;22
953;nacimiento;birth;N;8.65;0.67;20;5.91;2.47;22;4.15;2.13;20;5.85;1.35;20;6.39;1.03;23;6.35;0.99;20
954;nación;nation;N;5.32;1.62;22;5.35;1.93;20;4.05;2.01;21;4.45;1.67;20;4.50;2.06;22;5.10;1.52;20
955;nadadora;swimmer;A N;6.25;1.37;20;3.80;2.09;20;6.14;0.91;21;6.48;0.81;21;5.95;1.84;22;5.62;1.32;21
